Bla	Bla	2
Dea	Bla	0
Epi	Bla	0
Ger	Bla	0
Gla	Bla	0
Int	Bla	0
Mus	Bla	0
Neu	Bla	0
Str	Bla	0
Dea	Dea	2
Epi	Dea	0
Ger	Dea	0
Gla	Dea	0
Int	Dea	0
Mus	Dea	0
Neu	Dea	0
Str	Dea	0
Epi Epi	2
Ger Epi	0
Gla Epi	0
Int Epi	0
Mus Epi	0
Neu Epi	0
Str Epi	0
Ger	Ger	2
Gla	Ger 0
Int	Ger 0
Mus	Ger 0
Neu	Ger 0
Str	Ger 0
Gla	Gla	2
Int	Gla 0
Mus	Gla 0
Neu	Gla 0
Str	Gla 0
Int	Int 2
Mus Int 0
Neu Int 0
Str Int 0
Mus	Mus	2
Neu	Mus	0
Str	Mus	0
Neu	Neu	2
Str	Neu	0
Str	Str	2
